city,state_id,state_name,lat,lng
Hoffman,NC,North Carolina,35.0313,-79.5491
East Tulare Villa,CA,California,36.2038,-119.2803
Sardis,AR,Arkansas,34.533,-92.4067
Paris,PA,Pennsylvania,40.4104,-80.5067
Schaller,IA,Iowa,42.4965,-95.2963
Chatham,LA,Louisiana,32.3096,-92.4522
Haileyville,OK,Oklahoma,34.8542,-95.5784
Palo Seco,PR,Puerto Rico,18.0093,-65.937
Seligman,AZ,Arizona,35.3256,-112.8574
Caseville,MI,Michigan,43.9416,-83.2734
Bolton,NC,North Carolina,34.3174,-78.3976
Charlotte Court House,VA,Virginia,37.0563,-78.6377
South Weldon,NC,North Carolina,36.4135,-77.6024
Manilla,IA,Iowa,41.8926,-95.2345
Gideon,MO,Missouri,36.4489,-89.9128
Polkville,MS,Mississippi,32.1909,-89.696
Fairfield,PA,Pennsylvania,39.7891,-77.3698
Mathiston,MS,Mississippi,33.5391,-89.1275
Zavalla,TX,Texas,31.1584,-94.418
Farmersville,IL,Illinois,39.4412,-89.6521
Sherrard,IL,Illinois,41.3109,-90.4991
Bowen,IL,Illinois,40.2321,-91.0633
Timberlake,OH,Ohio,41.6655,-81.4428
Lynnview,KY,Kentucky,38.1791,-85.7112
Wall Lake,IA,Iowa,42.2675,-95.0932
Cove,OR,Oregon,45.2964,-117.8102
Shelby,IA,Iowa,41.5067,-95.4506
Corbin City,NJ,New Jersey,39.3046,-74.7199
Wyocena,WI,Wisconsin,43.4931,-89.3099
Apple Canyon Lake,IL,Illinois,42.4302,-90.1642
Diablo,CA,California,37.8408,-121.9565
Oakwood,TX,Texas,31.5848,-95.8498
Dubois,WY,Wyoming,43.5389,-109.6443
Saybrook,IL,Illinois,40.4283,-88.5266
Peninsula,OH,Ohio,41.2379,-81.5518
Davenport,CA,California,37.0176,-122.1881
Leeton,MO,Missouri,38.5834,-93.6953
Cowley,WY,Wyoming,44.8834,-108.4693
Wilroads Gardens,KS,Kansas,37.7153,-99.9269
Blue Berry Hill,TX,Texas,28.3855,-97.7921
Leighton,AL,Alabama,34.6941,-87.5282
North Gate,CA,California,37.9055,-121.9978
Pilot Grove,MO,Missouri,38.8736,-92.9126
Rose City,MI,Michigan,44.4209,-84.116
Adrian,GA,Georgia,32.5306,-82.592
North City,IL,Illinois,37.9918,-89.0635
Wilson,LA,Louisiana,30.9236,-91.109
Chester Hill,PA,Pennsylvania,40.8903,-78.2293
Caliente,NV,Nevada,37.6458,-114.4929
Walnut,IA,Iowa,41.4894,-95.2197
Lake Carroll,IL,Illinois,42.1705,-89.8699
Middlebourne,WV,West Virginia,39.4947,-80.907
Cannonsburg,KY,Kentucky,38.3806,-82.7006
Red Cross,NC,North Carolina,35.2659,-80.3623
Benton Ridge,OH,Ohio,41.0043,-83.792
Wittmann,AZ,Arizona,33.7749,-112.525
Plandome Manor,NY,New York,40.8147,-73.6984
Barboursville,VA,Virginia,38.1704,-78.2831
Tipton,OK,Oklahoma,34.4879,-99.15
Mer Rouge,LA,Louisiana,32.7767,-91.7949
Taholah,WA,Washington,47.3283,-124.2728
Sycamore Hills,MO,Missouri,38.7013,-90.349
Stratton,CO,Colorado,39.3029,-102.6034
Ochlocknee,GA,Georgia,30.9751,-84.0517
Neopit,WI,Wisconsin,44.9877,-88.8227
Fawn Lake Forest,PA,Pennsylvania,41.5158,-75.0548
Dahlgren,IL,Illinois,38.198,-88.6847
Indian Springs,TX,Texas,30.6879,-94.7449
Brooksville,KY,Kentucky,38.6818,-84.0665
Corsica,SD,South Dakota,43.4223,-98.4073
Palatine Bridge,NY,New York,42.9143,-74.5756
Polvadera,NM,New Mexico,34.202,-106.9172
Ketchum,OK,Oklahoma,36.5251,-95.0341
Deemston,PA,Pennsylvania,40.0273,-80.0334
Peña Blanca,NM,New Mexico,35.5709,-106.3319
Silver Cliff,CO,Colorado,38.1204,-105.4104
Hokah,MN,Minnesota,43.7599,-91.3498
Lily Lake,WI,Wisconsin,42.5629,-88.213
Muir,MI,Michigan,42.9973,-84.9359
Littlefork,MN,Minnesota,48.3964,-93.5578
Benoit,MS,Mississippi,33.6517,-91.0087
Nelliston,NY,New York,42.9318,-74.6099
Marine on St. Croix,MN,Minnesota,45.1983,-92.7783
Mulga,AL,Alabama,33.5521,-86.973
Mount Calvary,WI,Wisconsin,43.8263,-88.2461
Nelsonville,NY,New York,41.4291,-73.9466
Beersheba Springs,TN,Tennessee,35.459,-85.6689
Beach City,OH,Ohio,40.6531,-81.5795
Clarkston,UT,Utah,41.9205,-112.0503
Lake Winola,PA,Pennsylvania,41.5105,-75.8509
Andrews,FL,Florida,29.5496,-82.8883
Milan,GA,Georgia,32.0194,-83.0631
Salem,KY,Kentucky,37.2653,-88.241
Port Sanilac,MI,Michigan,43.4275,-82.5449
Joppa,AL,Alabama,34.2982,-86.5506
Campobello,SC,South Carolina,35.126,-82.1488
Emlyn,KY,Kentucky,36.7023,-84.1418
McRoberts,KY,Kentucky,37.2132,-82.6687
Central City,CO,Colorado,39.7945,-105.512
Woodland Hills,KY,Kentucky,38.2393,-85.5289
Castlewood,SD,South Dakota,44.7242,-97.0309
St. Francis,SD,South Dakota,43.1426,-100.9028
Piney Grove,GA,Georgia,32.6218,-85.0368
Ettrick,WI,Wisconsin,44.1695,-91.2651
Penney Farms,FL,Florida,29.9807,-81.8108
Franklin,IL,Illinois,39.6205,-90.0477
Eastborough,KS,Kansas,37.6856,-97.2591
Many Farms,AZ,Arizona,36.3532,-109.6271
Mokelumne Hill,CA,California,38.3057,-120.7061
Millington,MD,Maryland,39.2629,-75.836
Alden,MN,Minnesota,43.6695,-93.5735
Marion,LA,Louisiana,32.8997,-92.2405
Chesnee,SC,South Carolina,35.1461,-81.863
Cherokee,KS,Kansas,37.345,-94.8215
War,WV,West Virginia,37.304,-81.6802
Marquette,KS,Kansas,38.5555,-97.8344
Middleton,TN,Tennessee,35.0593,-88.8902
New Straitsville,OH,Ohio,39.5793,-82.2343
Bella Villa,MO,Missouri,38.5436,-90.2855
Bardwell,TX,Texas,32.2671,-96.6955
Guy,AR,Arkansas,35.3273,-92.3367
Hillcrest,TX,Texas,29.3924,-95.2233
Hillsboro,AL,Alabama,34.6407,-87.1838
North Philipsburg,PA,Pennsylvania,40.9092,-78.2087
Shipman,IL,Illinois,39.1203,-90.0452
Hanna,WY,Wyoming,41.8697,-106.5597
St. Meinrad,IN,Indiana,38.1692,-86.8257
New Tripoli,PA,Pennsylvania,40.6773,-75.7498
Welling,OK,Oklahoma,35.8808,-94.8712
Loyall,KY,Kentucky,36.8527,-83.3506
La Fargeville,NY,New York,44.196,-75.9627
Nuangola,PA,Pennsylvania,41.1583,-75.9781
Wallace,SC,South Carolina,34.7201,-79.8479
Newcastle,TX,Texas,33.1951,-98.7436
Dakota,IL,Illinois,42.388,-89.5265
Kasota,MN,Minnesota,44.2916,-93.969
Buckland,AK,Alaska,65.9784,-161.1341
Durhamville,NY,New York,43.1225,-75.665
Enfield,IL,Illinois,38.1008,-88.3382
Bairoa La Veinticinco,PR,Puerto Rico,18.2636,-66.0213
Garwin,IA,Iowa,42.0935,-92.6791
Wilbur,WA,Washington,47.7581,-118.7117
Peñasco,NM,New Mexico,36.1703,-105.6908
Graham,GA,Georgia,31.8292,-82.503
Accoville,WV,West Virginia,37.7652,-81.827
Parker,PA,Pennsylvania,41.0907,-79.6846
Woodmere,OH,Ohio,41.4598,-81.4799
Fairfax,MO,Missouri,40.3392,-95.3919
Dudley,GA,Georgia,32.532,-83.0805
Hollis Crossroads,AL,Alabama,33.5231,-85.6437
Cadwell,GA,Georgia,32.3396,-83.042
Fielding,UT,Utah,41.8127,-112.1173
Tumalo,OR,Oregon,44.1561,-121.328
Mosier,OR,Oregon,45.685,-121.3951
Washington,OK,Oklahoma,35.0582,-97.4923
Sierra Blanca,TX,Texas,31.1835,-105.3395
Greensburg,KS,Kansas,37.6049,-99.2895
Adams,TN,Tennessee,36.5828,-87.0651
Red River,NM,New Mexico,36.7041,-105.4064
Riviera,TX,Texas,27.2993,-97.7997
Elmwood,WI,Wisconsin,44.78,-92.1491
Waterproof,LA,Louisiana,31.8073,-91.3861
Airport Drive,MO,Missouri,37.1405,-94.5162
Bloomingdale,MI,Michigan,42.3833,-85.959
Klemme,IA,Iowa,43.0097,-93.6013
Juniata,NE,Nebraska,40.5903,-98.5069
Benham,KY,Kentucky,36.9652,-82.9544
Vermontville,MI,Michigan,42.627,-85.0249
Seneca Gardens,KY,Kentucky,38.2272,-85.6773
Delleker,CA,California,39.8102,-120.4968
Seaboard,NC,North Carolina,36.4907,-77.442
Altheimer,AR,Arkansas,34.3241,-91.8481
Bedford Park,IL,Illinois,41.7669,-87.7915
Onley,VA,Virginia,37.6915,-75.718
Oakville,WA,Washington,46.8403,-123.2337
Oretta,LA,Louisiana,30.5289,-93.4391
Alba,MO,Missouri,37.2372,-94.4176
Kosse,TX,Texas,31.307,-96.6292
Hardin,MO,Missouri,39.2676,-93.8313
Sabattus,ME,Maine,44.121,-70.107
Weston,CT,Connecticut,41.2033,-73.3788
Ennis,MT,Montana,45.3462,-111.7319
Reynolds,IL,Illinois,41.3319,-90.6723
Brent,OK,Oklahoma,35.364,-94.788
Lake Benton,MN,Minnesota,44.2642,-96.2891
Brevig Mission,AK,Alaska,65.3413,-166.4953
Cascade,WI,Wisconsin,43.6599,-88.007
Maplesville,AL,Alabama,32.7867,-86.8783
Motley,VA,Virginia,37.0657,-79.3474
New Lothrop,MI,Michigan,43.1168,-83.9693
Bancroft,IA,Iowa,43.2929,-94.2175
Kirkwood,IL,Illinois,40.8678,-90.7483
Caneyville,KY,Kentucky,37.4241,-86.4906
Epps,LA,Louisiana,32.6038,-91.4814
Lometa,TX,Texas,31.2168,-98.3924
Paxton,FL,Florida,30.9746,-86.3099
Center Point,LA,Louisiana,31.2524,-92.2099
Bendersville,PA,Pennsylvania,39.9815,-77.2494
Bobtown,PA,Pennsylvania,39.7603,-79.9848
Piltzville,MT,Montana,46.8582,-113.8591
Butler,KY,Kentucky,38.7877,-84.372
Cerrillos Hoyos,PR,Puerto Rico,18.0656,-66.5687
Cinco Bayou,FL,Florida,30.4222,-86.6096
Sharpsburg,MD,Maryland,39.4577,-77.7496
Margaretville,NY,New York,42.1458,-74.6503
Presque Isle Harbor,MI,Michigan,45.3226,-83.4858
Iron River,WI,Wisconsin,46.5671,-91.4069
Tamaroa,IL,Illinois,38.1364,-89.2293
Glorieta,NM,New Mexico,35.584,-105.7629
Ravensdale,WA,Washington,47.3589,-121.9781
Wabasso,MN,Minnesota,44.4025,-95.2554
Carlisle,OK,Oklahoma,35.5042,-95.0323
Smithville,MS,Mississippi,34.068,-88.3983
Linnell Camp,CA,California,36.3089,-119.2225
Bainbridge,IN,Indiana,39.7615,-86.8112
Lincoln Park,GA,Georgia,32.8674,-84.3348
Findlay,IL,Illinois,39.5223,-88.7546
Foxworth,MS,Mississippi,31.2385,-89.8828
Mariaville Lake,NY,New York,42.8252,-74.1287
La Paloma-Lost Creek,TX,Texas,27.7195,-97.7392
Udall,KS,Kansas,37.3889,-97.1177
LaMoure,ND,North Dakota,46.3574,-98.2966
Oakley,ID,Idaho,42.2417,-113.8824
Meriden,KS,Kansas,39.1897,-95.568
Hewlett Neck,NY,New York,40.6246,-73.6981
South Hills,MT,Montana,46.5564,-111.9975
Courtland,CA,California,38.3329,-121.557
Sunray,OK,Oklahoma,34.4112,-97.9602
Murray,IA,Iowa,41.0413,-93.9488
Grindstone,PA,Pennsylvania,40.0219,-79.8231
Dauberville,PA,Pennsylvania,40.4606,-75.9983
La Puerta,TX,Texas,26.3468,-98.7505
Marshall,NC,North Carolina,35.7973,-82.6818
Pennsbury Village,PA,Pennsylvania,40.4283,-80.1011
Crab Orchard,KY,Kentucky,37.4627,-84.5067
Taylorsville,IN,Indiana,39.2964,-85.9502
Malta,OH,Ohio,39.6515,-81.864
Jerome,PA,Pennsylvania,40.2136,-78.9809
Oak Ridge,TX,Texas,32.6478,-96.2596
Hickory,PA,Pennsylvania,40.2957,-80.3052
Lakeport,MI,Michigan,43.1072,-82.4937
Laura,OH,Ohio,39.9952,-84.4083
Thompsontown,PA,Pennsylvania,40.5658,-77.2361
Pine Haven,WY,Wyoming,44.3534,-104.8104
Jefferson,SD,South Dakota,42.6043,-96.5661
State Line,MS,Mississippi,31.436,-88.4738
Derby Center,VT,Vermont,44.9549,-72.1361
Manns Harbor,NC,North Carolina,35.894,-75.7737
Grand River,OH,Ohio,41.7418,-81.2846
Sedley,VA,Virginia,36.7753,-76.9862
Pinckard,AL,Alabama,31.3173,-85.543
Attica,KS,Kansas,37.2426,-98.2276
Ririe,ID,Idaho,43.6323,-111.7716
Damascus,VA,Virginia,36.6326,-81.7891
Coolidge,GA,Georgia,31.0113,-83.866
Sullivan,WI,Wisconsin,43.0118,-88.5903
Yemassee,SC,South Carolina,32.6733,-80.8515
Goose Creek Lake,MO,Missouri,37.9828,-90.3408
Laurel Heights,NJ,New Jersey,39.457,-75.2235
Friendship,TN,Tennessee,35.9084,-89.2414
Gilbertown,AL,Alabama,31.8663,-88.3075
Los Ebanos,TX,Texas,26.4114,-98.9185
Ventura,IA,Iowa,43.1282,-93.462
Lewis Run,PA,Pennsylvania,41.87,-78.6588
Hoyt,KS,Kansas,39.2493,-95.708
Van Buren,OH,Ohio,41.1387,-83.6494
Fort White,FL,Florida,29.9224,-82.7135
Hillman,MI,Michigan,45.0648,-83.8974
Cold Springs,CA,California,38.7465,-120.8738
Milo,IA,Iowa,41.2892,-93.4403
Lake View,SC,South Carolina,34.3405,-79.1664
Lake Petersburg,IL,Illinois,39.9831,-89.8652
Brenda,AZ,Arizona,33.6721,-113.9379
Camp Douglas,WI,Wisconsin,43.9197,-90.2697
Midland,MD,Maryland,39.5896,-78.9486
Unionville,MI,Michigan,43.6538,-83.4671
Jackson,NC,North Carolina,36.3901,-77.4193
Elliott,SC,South Carolina,34.1087,-80.1703
Shoshoni,WY,Wyoming,43.2381,-108.1068
Cedarville,IL,Illinois,42.3757,-89.6362
Hershey,NE,Nebraska,41.1602,-100.9985
McIntyre,GA,Georgia,32.8466,-83.2011
The Cliffs Valley,SC,South Carolina,35.1458,-82.4481
Cañada de los Alamos,NM,New Mexico,35.5927,-105.8597
Minto,ND,North Dakota,48.2924,-97.373
Mocanaqua,PA,Pennsylvania,41.1407,-76.1367
Washburn,IA,Iowa,42.4111,-92.2685
Hendricks,MN,Minnesota,44.5084,-96.427
Cedar Vale,KS,Kansas,37.1061,-96.5018
Masthope,PA,Pennsylvania,41.5155,-75.0257
Quentin,PA,Pennsylvania,40.283,-76.4363
Como,IL,Illinois,41.7662,-89.7657
Unionville,PA,Pennsylvania,40.9423,-79.9613
Fleming,CO,Colorado,40.6821,-102.8396
Isle,MN,Minnesota,46.1389,-93.4592
Junction City,LA,Louisiana,33.0073,-92.7224
Amagansett,NY,New York,40.9841,-72.1329
Pleasant Ridge,KY,Kentucky,37.5939,-86.9935
Goshen,OH,Ohio,39.2325,-84.1532
Chelyan,WV,West Virginia,38.1958,-81.4928
Ivanhoe,VA,Virginia,36.8428,-80.9683
Napi Headquarters,NM,New Mexico,36.6505,-108.2145
Hoffman,MN,Minnesota,45.8345,-95.787
Zephyr Cove,NV,Nevada,39.0082,-119.9307
Neapolis,OH,Ohio,41.4905,-83.8747
Las Croabas,PR,Puerto Rico,18.3695,-65.6293
Penn,PA,Pennsylvania,40.3293,-79.642
Ridgeway,WI,Wisconsin,42.9986,-89.993
Ranier,MN,Minnesota,48.6065,-93.353
Meridian Station,MS,Mississippi,32.5484,-88.609
Edgewood,IA,Iowa,42.6442,-91.4024
Rock Creek,OH,Ohio,41.6604,-80.8543
Woodson,AR,Arkansas,34.538,-92.2211
Onyx,CA,California,35.6839,-118.2102
Ariton,AL,Alabama,31.5978,-85.7131
Plankinton,SD,South Dakota,43.7155,-98.4837
Quiogue,NY,New York,40.8202,-72.628
Dodge City,AL,Alabama,34.0445,-86.8853
New London,NC,North Carolina,35.4348,-80.2198
Gainesville,MO,Missouri,36.6063,-92.4245
Mountain View,OK,Oklahoma,35.0995,-98.7497
Blende,CO,Colorado,38.247,-104.5714
Kenefick,TX,Texas,30.1069,-94.8502
Gibson,NC,North Carolina,34.7595,-79.6069
Martin,LA,Louisiana,32.0982,-93.2193
Mackinaw City,MI,Michigan,45.7751,-84.7479
McCartys Village,NM,New Mexico,35.0614,-107.6634
Big Stone Gap East,VA,Virginia,36.8785,-82.7444
Selawik,AK,Alaska,66.5988,-159.9995
Rainbow City,AZ,Arizona,33.8731,-109.9763
Norwalk,WI,Wisconsin,43.8342,-90.6269
Cashiers,NC,North Carolina,35.1066,-83.0971
Kiowa,OK,Oklahoma,34.723,-95.9025
Olustee,OK,Oklahoma,34.5477,-99.4241
Milnor,ND,North Dakota,46.2604,-97.4575
High Shoals,NC,North Carolina,35.3957,-81.2048
Jonesport,ME,Maine,44.5338,-67.6152
Elsah,IL,Illinois,38.9541,-90.3553
Maybee,MI,Michigan,42.0125,-83.5096
Williamsburg,NM,New Mexico,33.1158,-107.2951
Rich Creek,VA,Virginia,37.3831,-80.8203
Mount Vernon,OR,Oregon,44.4169,-119.1132
Ochelata,OK,Oklahoma,36.6021,-95.9725
Keystone,IA,Iowa,41.9995,-92.1982
Latimer,IA,Iowa,42.763,-93.3658
Bay View,WA,Washington,48.487,-122.4628
Suttons Bay,MI,Michigan,44.98,-85.6506
Kanopolis,KS,Kansas,38.7081,-98.1581
Howells,NE,Nebraska,41.7241,-97.0043
Davenport,OK,Oklahoma,35.7094,-96.7645
The Lakes,MN,Minnesota,44.1359,-95.7083
Circle City,AZ,Arizona,33.8149,-112.581
Freeport,MI,Michigan,42.7642,-85.316
Hemingford,NE,Nebraska,42.3214,-103.0754
Garibaldi,OR,Oregon,45.5607,-123.9112
Holton,IN,Indiana,39.0752,-85.3847
Wayland,KY,Kentucky,37.4508,-82.7996
West Logan,OH,Ohio,39.538,-82.4286
Elysian,MN,Minnesota,44.2067,-93.6764
Ashford,WA,Washington,46.7551,-122.0143
Paa-Ko,NM,New Mexico,35.1998,-106.3337
Hana,HI,Hawaii,20.772,-156.0107
Round Top,NY,New York,42.2616,-74.0284
Wickett,TX,Texas,31.5673,-103.006
Fall River Mills,CA,California,41.0069,-121.4401
Emlenton,PA,Pennsylvania,41.1806,-79.7073
Fultonville,NY,New York,42.9463,-74.3704
Millington,IL,Illinois,41.5623,-88.6024
Sankertown,PA,Pennsylvania,40.4714,-78.5919
Parkway Village,KY,Kentucky,38.2113,-85.7381
Rhine,GA,Georgia,31.9891,-83.2
Eldorado,OH,Ohio,39.9044,-84.6752
Clearbrook,MN,Minnesota,47.6962,-95.4293
North Freedom,WI,Wisconsin,43.459,-89.8603
North Powder,OR,Oregon,45.03,-117.9205
Humboldt,SD,South Dakota,43.6447,-97.0745
Potwin,KS,Kansas,37.9385,-97.0184
Pasadena Park,MO,Missouri,38.711,-90.2974
Middleburg,VA,Virginia,38.9715,-77.7429
Poplar,WI,Wisconsin,46.5828,-91.7836
Dixon,NM,New Mexico,36.1886,-105.8784
West Farmington,OH,Ohio,41.391,-80.974
Shindler,SD,South Dakota,43.4676,-96.6354
Finley,TN,Tennessee,36.0357,-89.4799
Asharoken,NY,New York,40.9381,-73.3816
Surfside Beach,TX,Texas,28.9559,-95.2836
Buchanan Lake Village,TX,Texas,30.8565,-98.4378
Malott,WA,Washington,48.2918,-119.6955
Pittman Center,TN,Tennessee,35.7595,-83.3886
Lake Tanglewood,TX,Texas,35.057,-101.7817
Fox Chase,KY,Kentucky,38.046,-85.6911
Sandy Level,VA,Virginia,36.5645,-79.7276
Santa Clara,TX,Texas,29.5911,-98.1614
Alex,OK,Oklahoma,34.9228,-97.7763
Hatfield,IN,Indiana,37.903,-87.2219
Battle Lake,MN,Minnesota,46.285,-95.7186
Lake Park,MN,Minnesota,46.8839,-96.0989
Turner,ME,Maine,44.2581,-70.258
Randall,MN,Minnesota,46.0887,-94.5007
Junction City,IL,Illinois,38.5774,-89.1258
Bantam,CT,Connecticut,41.7247,-73.2422
Augusta,IL,Illinois,40.2307,-90.95
Maple Rapids,MI,Michigan,43.1077,-84.6898
Midway,NM,New Mexico,33.2958,-104.4518
Pavo,GA,Georgia,30.9597,-83.738
Cedarville,MD,Maryland,38.6623,-76.819
Melba,ID,Idaho,43.3726,-116.5322
Custer City,OK,Oklahoma,35.6638,-98.8869
Palmyra,NE,Nebraska,40.7057,-96.3922
Stanton,TN,Tennessee,35.4613,-89.4012
Moulton,IA,Iowa,40.6856,-92.6763
Mooringsport,LA,Louisiana,32.6824,-93.9605
Keithsburg,IL,Illinois,41.1004,-90.9353
Dalton City,IL,Illinois,39.7169,-88.807
Gallaway,TN,Tennessee,35.3272,-89.608
Tigerton,WI,Wisconsin,44.7409,-89.0459
Ash Fork,AZ,Arizona,35.2171,-112.4913
Montfort,WI,Wisconsin,42.9697,-90.4331
Denmark,IA,Iowa,40.7385,-91.3381
Jefferson,WV,West Virginia,38.3702,-81.771
Lakota,ND,North Dakota,48.0429,-98.3468
Smiths Grove,KY,Kentucky,37.0503,-86.2083
Saltillo,TN,Tennessee,35.3821,-88.2396
Yah-ta-hey,NM,New Mexico,35.6291,-108.7927
Viola,WI,Wisconsin,43.507,-90.6735
Roche Harbor,WA,Washington,48.6079,-123.1347
Tuxedo Park,NY,New York,41.2007,-74.206
Fuller Acres,CA,California,35.3023,-118.9143
South Vienna,OH,Ohio,39.9294,-83.6138
Holdingford,MN,Minnesota,45.7304,-94.4714
Biwabik,MN,Minnesota,47.555,-92.3234
Holiday Hills,IL,Illinois,42.2978,-88.2292
Grand Ridge,IL,Illinois,41.2361,-88.831
Chaumont,NY,New York,44.0676,-76.1302
Burke,TX,Texas,31.2345,-94.7665
Glidden,TX,Texas,29.6976,-96.5907
Alapaha,GA,Georgia,31.3832,-83.2237
Clarks Hill,IN,Indiana,40.2472,-86.7243
Cash,SC,South Carolina,34.6197,-79.8895
Rossiter,PA,Pennsylvania,40.899,-78.9355
Dawson,IL,Illinois,39.853,-89.4619
Seven Mile Ford,VA,Virginia,36.8139,-81.6309
Sheatown,PA,Pennsylvania,41.1938,-76.0188
Perdido,AL,Alabama,31.0034,-87.6323
Walkerville,MT,Montana,46.0366,-112.5396
Brighton,IA,Iowa,41.1747,-91.8212
Oceanville,NJ,New Jersey,39.4774,-74.4569
Woodland,NC,North Carolina,36.3306,-77.2149
Takilma,OR,Oregon,42.0409,-123.6223
Hindman,KY,Kentucky,37.335,-82.9819
Golden City,MO,Missouri,37.3931,-94.0942
Kiowa,CO,Colorado,39.3436,-104.458
Morningside,NM,New Mexico,32.861,-104.3971
Greenville,CA,California,40.1336,-120.9454
Martinsville,OH,Ohio,39.3227,-83.8116
Foxfield,CO,Colorado,39.5881,-104.7857
Titusville,NJ,New Jersey,40.3087,-74.8767
Mountain View,CO,Colorado,39.7748,-105.0567
Secretary,MD,Maryland,38.6081,-75.947
Blue Ridge Summit,PA,Pennsylvania,39.7256,-77.4688
Metamora,OH,Ohio,41.7113,-83.9056
Arabi,GA,Georgia,31.8282,-83.7302
Woodlawn,IL,Illinois,38.3283,-89.0345
Salisbury,PA,Pennsylvania,39.7535,-79.0844
Ramblewood,PA,Pennsylvania,40.7238,-77.9432
Pateros,WA,Washington,48.0536,-119.8995
Avon,IL,Illinois,40.662,-90.4352
Dalzell,IL,Illinois,41.3559,-89.1763
Fort Jones,CA,California,41.6086,-122.8409
Allison Gap,VA,Virginia,36.8998,-81.7869
Happy,TX,Texas,34.7416,-101.8572
Bailey's Prairie,TX,Texas,29.1527,-95.4977
Freedom Plains,NY,New York,41.6695,-73.7974
The University of Virginia's College at Wise,VA,Virginia,36.9734,-82.5573
East Orosi,CA,California,36.5481,-119.2599
Mettawa,IL,Illinois,42.2445,-87.9197
Trufant,MI,Michigan,43.3172,-85.3528
Sunfield,MI,Michigan,42.7612,-84.9952
Marion Heights,PA,Pennsylvania,40.8036,-76.4643
Nankin,OH,Ohio,40.914,-82.2856
Neotsu,OR,Oregon,44.9944,-123.9783
Pettit,OK,Oklahoma,35.765,-94.9693
Maryland Park,MD,Maryland,38.8889,-76.9077
White Plains,AL,Alabama,33.7603,-85.688
Collins,GA,Georgia,32.1794,-82.1103
Toomsboro,GA,Georgia,32.8225,-83.0826
Saluda,NC,North Carolina,35.2375,-82.3469
Hopeland,PA,Pennsylvania,40.2337,-76.2615
Lahoma,OK,Oklahoma,36.3874,-98.0908
Stebbins,AK,Alaska,63.4705,-162.2599
El Duende,NM,New Mexico,36.0738,-106.1269
Cobb,CA,California,38.8356,-122.723
Hawk Run,PA,Pennsylvania,40.9228,-78.2042
Alta,CA,California,39.2138,-120.8033
Pangburn,AR,Arkansas,35.4261,-91.8394
Doyline,LA,Louisiana,32.525,-93.4118
Lovilia,IA,Iowa,41.1349,-92.908
Rome,WI,Wisconsin,42.9823,-88.6389
Goldfield,IA,Iowa,42.7356,-93.9179
Tranquillity,CA,California,36.648,-120.2526
Miracle Valley,AZ,Arizona,31.3829,-110.1485
Tivoli,TX,Texas,28.4608,-96.8915
Felton,PA,Pennsylvania,39.857,-76.5611
Hazleton,IA,Iowa,42.6178,-91.9057
Roper,NC,North Carolina,35.8786,-76.617
Kirtland,NM,New Mexico,36.7502,-108.3588
Newell,PA,Pennsylvania,40.0749,-79.8903
Millstone,KY,Kentucky,37.1638,-82.7495
Old Fort,NC,North Carolina,35.6305,-82.1777
East Vandergrift,PA,Pennsylvania,40.5973,-79.563
Millville,OH,Ohio,39.3925,-84.6528
Mora,NM,New Mexico,35.9634,-105.3312
St. Joseph,LA,Louisiana,31.9203,-91.24
Laddonia,MO,Missouri,39.243,-91.6431
Ravenna,KY,Kentucky,37.6871,-83.9502
Sugar City,CO,Colorado,38.2328,-103.6633
South Wilmington,IL,Illinois,41.1745,-88.2795
Tamms,IL,Illinois,37.2416,-89.2713
Cumming,IA,Iowa,41.4876,-93.7595
Homeworth,OH,Ohio,40.8357,-81.0649
Woods Bay,MT,Montana,48.0083,-114.0613
Trimble,TN,Tennessee,36.202,-89.1879
Meadow View Addition,SD,South Dakota,43.6233,-96.7023
St. Libory,IL,Illinois,38.3634,-89.7135
Carlisle Barracks,PA,Pennsylvania,40.2101,-77.173
Roxie,MS,Mississippi,31.5077,-91.0711
Hermansville,MI,Michigan,45.7093,-87.6079
Horseshoe Bend,TX,Texas,32.5752,-97.8782
Boissevain,VA,Virginia,37.2809,-81.3802
Barnes Lake,MI,Michigan,43.1792,-83.3002
Garber,OK,Oklahoma,36.4367,-97.581
Mount Victory,OH,Ohio,40.5338,-83.5211
Victor,CA,California,38.1385,-121.1987
Menlo,GA,Georgia,34.4835,-85.4776
Hartville,MO,Missouri,37.2502,-92.512
Oakland,PA,Pennsylvania,41.9506,-75.6095
Moapa Town,NV,Nevada,36.6925,-114.6356
Wall,SD,South Dakota,43.9914,-102.2422
Troy,IN,Indiana,38.0018,-86.7991
Hemlock,NY,New York,42.7938,-77.6073
Winchester,WI,Wisconsin,44.1982,-88.6599
Pettus,TX,Texas,28.6156,-97.8121
Hamler,OH,Ohio,41.2281,-84.0355
Fincastle,VA,Virginia,37.5006,-79.8749
Bairdford,PA,Pennsylvania,40.6279,-79.8813
Crooked Creek,GA,Georgia,33.2616,-83.2679
Lytle Creek,CA,California,34.2499,-117.5044
Mamanasco Lake,CT,Connecticut,41.3189,-73.5253
Bakersville,NC,North Carolina,36.0154,-82.1582
Irvington,IL,Illinois,38.4386,-89.1602
Riverside,TX,Texas,30.8472,-95.3984
Spring Valley,OH,Ohio,39.6102,-84.007
Brownsville,MN,Minnesota,43.6993,-91.2824
Lester,WV,West Virginia,37.7349,-81.3014
